migrant_housing,county,
55, Barnstable County, 25, 001
3, Berkshire County, 25, 003
3, Bristol County, 25, 005
13, Dukes County, 25, 007
15, Essex County, 25, 009
5, Franklin County, 25, 011
5, Hampden County, 25, 013
4, Hampshire County, 25, 015
17, Middlesex County, 25, 017
25, Nantucket County, 25, 019
4, Norfolk County, 25, 021
2, Plymouth County, 25, 023
6, Suffolk County, 25, 025
4, Worcester County, 25, 027
