migrant_housing,county,
10,Addison County,50,001
5,Bennington County,50,003
1,Caledonia County,50,005
4,Chittenden County,50,007
0,Essex County,50,009
1,Franklin County,50,011
3,Grand Isle County,50,013
1,Lamoille County,50,015
2,Orange County,50,017
4,Orleans County,50,019
0,Rutland County,50,021
2,Washington County,50,023
4,Windham County,50,025
2,Windsor County,50,027
