migrant_housing,county,
13,Androscoggin County,23,001
19,Aroostook County,23,003
4,Cumberland County,23,005
2,Franklin County,23,007
23,Hancock County,23,009
2,Kennebec County,23,011
2,Knox County,23,013
3,Lincoln County,23,015
2,Oxford County,23,017
1,Penobscot County,23,019
3,Piscataquis County,23,021
0,Sagadahoc County,23,023
17,Somerset County,23,025
2,Waldo County,23,027
58,Washington County,23,029
9,York County,23,031
